popularity,budget,revenue,original_title,runtime,genres,release_date,vote_count,vote_average,release_year
1.385499,15000000,414211549,The King's Speech,118,Drama|History,9/6/10,1688,7.4,2010
1.3652790000000001,30000000,102820008,Love & Other Drugs,112,Drama|Comedy|Romance,11/22/10,756,6.5,2010
1.36053,30000000,20348249,The Way Back,133,Drama|Adventure|History,9/3/10,246,6.7,2010
1.348633,32000000,18409891,Repo Men,111,Action|Science Fiction|Thriller|Crime,3/18/10,375,6.1,2010
1.344701,7000000,7644937,Last Night,90,Drama|Romance,5/11/10,150,6.1,2010
1.325302,117000000,261930431,Knight and Day,109,Action|Comedy,6/15/10,1045,5.9,2010
1.271623,60000000,204594016,Eat Pray Love,133,Drama,8/12/10,407,5.7,2010
1.271367,1000000,12355734,Blue Valentine,112,Drama|Romance,12/27/10,530,6.9,2010
1.255298,40000000,136000000,The Bounty Hunter,110,Action,3/16/10,553,5.5,2010
1.2347,19000000,29922472,Leap Year,100,Romance|Comedy,1/8/10,283,6.3,2010
1.206958,100000000,94882889,Green Zone,115,Action|Adventure|Drama|Thriller,3/11/10,445,6.3,2010
1.203837,112000000,237382724,Gulliver's Travels,85,Comedy,12/25/10,375,5.0,2010
1.2028450000000002,35000000,77477008,The Back-Up Plan,106,Comedy|Romance,4/23/10,290,5.7,2010
1.166631,44000000,48190704,Charlie St. Cloud,99,Drama,5/1/10,324,6.8,2010
1.147365,19000000,49830607,The Switch,101,Comedy|Romance|Drama,5/11/10,388,5.8,2010
1.14644,10000000,2995811,The Runaways,106,Drama|Music,3/19/10,133,6.3,2010
1.1458059999999999,52000000,216485654,Valentine's Day,125,Comedy|Romance,2/10/10,675,5.6,2010
1.1383889999999999,25000000,36993168,Don't Be Afraid of the Dark,99,Fantasy|Horror|Thriller,11/6/10,186,5.4,2010
1.1343969999999999,20000000,136150434,Saw 3D,90,Horror|Crime,10/21/10,397,5.8,2010
1.125831,40000000,357852395,The Karate Kid,140,Action|Adventure|Drama|Family,6/10/10,1019,6.1,2010
1.119731,65000000,211780824,Due Date,95,Comedy|Drama,11/4/10,1015,6.2,2010
1.1114870000000001,8000000,3453043,Wild Target,98,Action|Comedy,6/17/10,101,6.1,2010
1.107689,52000000,52615806,From Paris with Love,92,Action|Crime|Thriller,2/5/10,432,6.1,2010
1.107358,45000000,60222298,The Ghost Writer,128,Thriller|Mystery,2/12/10,357,6.5,2010
1.084894,8000000,6491240,It's Kind of a Funny Story,101,Comedy|Drama,7/6/10,364,6.9,2010
1.078211,30000000,51148651,The Next Three Days,133,Romance|Drama|Thriller|Crime,11/18/10,570,6.8,2010
1.074308,35000000,115664037,A Nightmare on Elm Street,95,Horror|Mystery|Thriller,4/30/10,423,5.5,2010
1.065023,25000000,23580000,The Losers,97,Action|Adventure|Crime|Mystery|Thriller,4/23/10,298,6.2,2010
1.054685,25000000,9190869,The Fighter,116,Drama,12/17/10,965,7.1,2010
1.047978,40000000,90029656,Get Him to the Greek,109,Comedy,6/4/10,359,5.9,2010
1.023117,47000000,10539000,Jonah Hex,80,Action|Western|Drama|Fantasy|Thriller,6/18/10,252,4.4,2010
1.004446,20000000,80547866,Vampires Suck,82,Horror|Comedy,8/18/10,177,4.3,2010
1.003782,2000000,7871522,Inside Job,109,Documentary,10/8/10,171,7.6,2010
0.997641,75000000,98159963,Killers,100,Action|Comedy|Thriller|Romance,6/4/10,530,5.7,2010
0.992107,26000000,67918658,Legion,100,Horror,1/21/10,376,5.0,2010
0.984762,100000000,288347692,Sex and the City 2,146,Comedy|Drama|Romance,5/26/10,275,5.5,2010
0.982925,20000000,32005248,You Again,105,Comedy|Romance,9/24/10,213,6.0,2010
0.981468,35000000,93246388,Nanny McPhee and the Big Bang,109,Fantasy|Comedy,3/26/10,228,6.0,2010
0.944055,36000000,64572262,Hot Tub Time Machine,101,Science Fiction|Comedy|Adventure,3/26/10,550,5.9,2010
0.9196350000000001,20000000,24145613,Let Me In,116,Drama|Horror|Mystery,10/1/10,353,6.6,2010
0.918093,14000000,1755212,Flipped,90,Comedy|Drama|Romance,8/6/10,259,7.2,2010
0.914278,80000000,140073390,Legend of the Guardians: The Owls of Ga'Hoole,97,Animation|Adventure|Family|Fantasy,7/10/10,471,6.5,2010
0.912689,32000000,69055695,Takers,107,Action|Crime|Drama|Thriller,8/26/10,248,6.1,2010
0.912122,55000000,89519773,Burlesque,119,Drama|Romance,11/23/10,341,6.8,2010
0.8923559999999989,15000000,4882577,The Company Men,104,Drama,10/21/10,133,6.4,2010
0.8785290000000001,32000000,42045846,Going the Distance,102,Comedy|Drama|Romance,9/1/10,172,6.0,2010
0.878074,24000000,23081726,Faster,98,Crime|Drama|Action|Thriller,11/23/10,360,6.2,2010
0.875432,3000000,177512032,Paranormal Activity 2,91,Horror|Thriller,10/20/10,421,5.7,2010
0.856916,15000000,9455232,Never Let Me Go,104,Drama|Romance|Science Fiction,9/15/10,414,6.7,2010
0.8562219999999989,20000000,65464324,The American,104,Crime|Drama|Thriller,8/31/10,290,5.6,2010
0.8391069999999989,30000000,55583804,Cop Out,107,Action|Comedy|Crime,2/26/10,310,5.5,2010
0.827664,500000,4242978,Monsters,94,Drama|Thriller|Science Fiction,6/18/10,328,6.3,2010
0.82289,38000000,105610124,Life as We Know It,115,Comedy|Romance|Drama,10/8/10,516,6.5,2010
0.804348,12000000,6814789,Centurion,97,Drama|Action|Thriller,2/15/10,198,5.7,2010
0.802711,3200000,5332926,Beginners,105,Drama|Romance|Comedy,9/11/10,204,6.8,2010
0.7948850000000001,22000000,851517,Shelter,112,Horror|Mystery|Thriller,3/27/10,112,5.5,2010
0.791799,22000000,9479718,Stone,105,Drama,10/7/10,97,4.9,2010
0.789582,15000000,75700498,Diary of a Wimpy Kid,94,Comedy|Family,3/19/10,190,5.8,2010
0.788144,2000000,572809,I Spit on Your Grave,108,Thriller|Crime|Horror,6/17/10,269,6.2,2010
0.78688,24000000,83188165,Piranha 3D,88,Comedy|Horror,8/20/10,306,5.2,2010
0.7784399999999989,40000000,58785180,Morning Glory,102,Comedy|Drama|Romance,1/12/10,246,6.1,2010
0.773316,12500000,6732980,Conviction,107,Drama,9/11/10,87,7.0,2010
0.764791,90000000,16178959,The Nutcracker: The Untold Story,110,Fantasy|Action|Family,11/24/10,28,5.8,2010
0.761889,1800000,67738090,The Last Exorcism,87,Horror|Drama|Thriller,8/27/10,179,5.4,2010
0.756229,48000000,112462508,Tooth Fairy,101,Comedy|Family|Fantasy,1/14/10,282,5.2,2010
0.7541680000000001,22000000,24188922,Fair Game,108,Drama|Thriller,5/20/10,129,6.4,2010
0.745434,10000000,498974,The Ward,88,Horror|Thriller,9/13/10,166,5.9,2010
0.740867,1987650,19152480,Buried,94,Drama|Thriller|Mystery,9/24/10,458,6.5,2010
0.73988,69000000,86387857,Dinner for Schmucks,114,Comedy,7/30/10,324,5.4,2010
0.68633,4000000,34705850,The Kids Are All Right,106,Comedy|Drama,7/9/10,280,6.4,2010
0.671484,10000000,66821036,Skyline,100,Science Fiction,11/11/10,304,4.7,2010
0.670027,20000000,45636368,The Debt,113,Drama|Thriller,4/11/10,147,6.1,2010
0.659749,2000000,13831503,Winter's Bone,100,Drama,6/11/10,289,6.7,2010
0.6559550000000001,7000000,46488,Ca$h,108,Crime|Thriller|Comedy,1/1/10,33,5.8,2010
0.655878,85000000,112483764,Cats & Dogs 2 : The Revenge of Kitty Galore,82,Comedy|Family,7/30/10,60,5.0,2010
0.649289999999999,10000000,6110000,MacGruber,90,Action|Adventure|Comedy,5/21/10,95,5.2,2010
0.640576,120000000,48668907,How Do You Know,121,Comedy|Drama|Romance,12/17/10,136,4.9,2010
0.619772,500000,98017,Rubber,85,Comedy|Drama|Fantasy|Horror|Mystery,7/9/10,140,5.6,2010
0.618078,28000000,45236543,The Spy Next Door,94,Action|Comedy|Family,1/15/10,210,5.4,2010
0.61643,20000000,49779728,She's Out of My League,104,Comedy|Romance,3/11/10,318,5.9,2010
0.602854,12000000,204940,Henry's Crime,108,Action|Comedy|Thriller,1/14/10,49,5.8,2010
0.599676,25000000,4644108,London Boulevard,103,Drama|Crime,11/10/10,151,5.5,2010
0.598275,50000000,105197635,Hereafter,129,Drama|Fantasy,10/15/10,279,5.5,2010
0.597254,25000000,19829957,My Soul to Take,107,Drama|Horror|Mystery|Thriller,10/8/10,75,5.2,2010
0.59643,30000000,967000,TEKKEN,92,Crime|Drama|Action|Thriller|Science Fiction,3/20/10,110,5.0,2010
0.591206,25000000,15478800,The Conspirator,122,Crime|Drama|History,9/10/10,78,5.9,2010
0.579188,21000000,49050886,Death at a Funeral,92,Comedy,4/15/10,134,5.7,2010
0.564203,7000000,382946,Hesher,106,Drama,1/22/10,104,6.2,2010
0.554060999999999,5000000,1000000,Animal Kingdom,113,Drama|Thriller|Crime,6/3/10,117,6.7,2010
0.552064999999999,50000000,83761844,Marmaduke,87,Family|Comedy,6/4/10,75,4.9,2010
0.535535,70000000,134748021,Wall Street: Money Never Sleeps,133,Drama|Crime,9/2/10,325,5.8,2010
0.534192,18000000,871279,Carlos,338,Crime|Drama|Thriller|History,5/19/10,35,6.2,2010
0.514465,8000000,18124262,Another Year,129,Comedy|Drama,11/5/10,46,6.7,2010
0.513857,5000000,2614773,Everything Must Go,97,Comedy|Drama|Romance,10/15/10,111,5.8,2010
0.512957,20000000,54956140,The Crazies,101,Mystery|Horror|Action,2/26/10,320,6.1,2010
0.49863500000000005,5000000,5129058,Rabbit Hole,91,Drama,12/16/10,73,6.6,2010
0.495162,20000000,39300000,Alpha and Omega,88,Family|Animation,9/17/10,84,5.5,2010
0.470249,80000000,201584141,Yogi Bear,80,Comedy|Family|Animation|Adventure,12/11/10,146,5.1,2010
0.455662,5773100,18144030,StreetDance 3D,98,Drama,5/19/10,54,5.8,2010
0.44389300000000004,2500000,324138,Super,96,Comedy|Action|Drama,9/9/10,211,6.6,2010
0.44380699999999995,20000000,346594,The Tempest,110,Fantasy|Drama,12/10/10,16,6.1,2010
0.406941,15000000,20529194,Country Strong,117,Drama|Romance,12/22/10,49,5.9,2010
0.39362600000000003,27000000,16504936,"Tomorrow, When the War Began",103,Action|Adventure|Drama,8/8/10,112,6.5,2010
0.375979,31000000,15134293,Extraordinary Measures,105,Drama,1/21/10,44,5.8,2010
0.368927,10000000,33583175,Devil,80,Horror|Mystery|Thriller,1/13/10,433,5.6,2010
0.31259499999999996,14000000,21409028,Our Family Wedding,103,Comedy,3/12/10,26,5.9,2010
0.332904,100000,1000000,Halo Legends,93,Action|Animation|Science Fiction,2/16/10,19,7.2,2010
0.328667,30000000,8454301,Barney's Version,134,Comedy|Drama,10/26/10,70,6.9,2010
0.3261,80000000,74901339,Edge of Darkness,117,Crime|Drama|Mystery|Thriller,1/29/10,276,6.0,2010
0.318587,4600000,1163967,4.3.2.1,117,Action|Thriller|Crime|Romance,6/2/10,37,5.9,2010
0.315527,4000000,55125,Dirty Girl,90,Drama|Comedy,9/12/10,36,6.2,2010
0.346071,30000,3045943,Catfish,87,Documentary,9/17/10,125,6.4,2010
0.302377,35000000,39340177,Furry Vengeance,92,Comedy,4/2/10,75,4.7,2010
0.301054,12500000,1083683,Casino Jack,108,Crime|Comedy|Drama,9/16/10,43,6.0,2010
0.29666,2500000,52604,Hatchet II,89,Horror|Comedy|Thriller,8/26/10,42,5.1,2010
0.28324099999999997,20000000,4634062,Dylan Dog: Dead of Night,107,Action|Comedy|Horror|Mystery|Science Fiction,10/26/10,69,4.9,2010
0.275607,30000,617000,Howl,84,Drama,8/26/10,45,6.8,2010
0.27519,3000000,103735,Freakonomics,93,Documentary,10/1/10,25,6.7,2010
0.271381,12500000,3878993,The Perfect Game,118,Drama|Family,4/1/10,12,5.7,2010
0.2596,650000,33245,Stake Land,98,Drama|Horror|Action|Thriller|Science Fiction,9/30/10,143,6.2,2010
0.25054,425000000,11087569,The Warrior's Way,100,Adventure|Fantasy|Action|Western|Thriller,12/2/10,74,6.4,2010
0.24657800000000002,10000000,4349187,Burke & Hare,91,Comedy|Thriller,10/29/10,75,6.0,2010
0.24154099999999998,10000000,55089,Inhale,100,Drama|Action|Thriller,8/27/10,21,5.9,2010
0.24040300000000003,967686,4270000,Four Lions,101,Comedy|Crime|Drama,5/7/10,262,7.0,2010
0.21650300000000003,1500000,187716,Waste Land,90,Documentary|Foreign,1/24/10,23,7.8,2010
0.214381,7000000,453079,The Extra Man,108,Comedy,8/1/10,18,5.9,2010
0.385851,4500000,123820,The Romantics,95,Comedy|Drama|Romance,9/10/10,46,4.8,2010
0.181532,7000000,3218666,Balada triste de trompeta,101,Drama|Action|Thriller|Foreign,12/17/10,44,6.2,2010
0.140251,20000000,60072596,Why Did I Get Married Too?,121,Comedy|Romance,4/2/10,21,6.0,2010
0.131526,60000000,296221663,Resident Evil: Afterlife,97,Action|Adventure|Horror|Science Fiction,9/9/10,882,5.8,2010
0.27632199999999996,10000000,1068682,Vanishing on 7th Street,92,Drama|Horror|Thriller,9/11/10,83,4.8,2010
0.028227,10000000,5000000,Action Replayy,100,Drama|Comedy|Romance|Foreign,11/5/10,11,4.9,2010
0.06324,35000000,60251371,Secretariat,123,Drama,8/20/10,52,6.6,2010
0.028456,3,43,Boy,87,Drama|Comedy,2/14/10,26,7.3,2010
8.947905,63000000,100853753,Fight Club,139,Drama,10/14/99,5923,8.1,1999
7.7538990000000005,63000000,463517383,The Matrix,136,Action|Science Fiction,3/30/99,6351,7.8,1999
3.5557199999999907,15000000,356296601,American Beauty,122,Drama,9/15/99,1756,7.7,1999
3.5260290000000003,115000000,924317558,Star Wars: Episode I - The Phantom Menace,136,Adventure|Action|Science Fiction,5/19/99,2823,6.3,1999
2.94377,80000000,415885488,The Mummy,124,Adventure|Fantasy|Horror|Action|Thriller,5/6/99,1562,6.3,1999
2.719461,60000000,284600000,The Green Mile,189,Fantasy|Drama|Crime,12/10/99,2299,8.0,1999
2.5787310000000003,40000000,672806292,The Sixth Sense,107,Mystery|Thriller|Drama,8/2/99,1753,7.5,1999
2.129874,135000000,361832400,The World Is Not Enough,128,Adventure|Action|Thriller,11/8/99,509,6.0,1999
2.069357,10500000,75902208,Cruel Intentions,97,Drama|Romance|Thriller,3/5/99,505,6.5,1999
2.065619,100000000,206071502,Sleepy Hollow,105,Drama|Fantasy|Thriller|Mystery,11/18/99,932,6.7,1999
1.825695,11000000,235483004,American Pie,95,Comedy|Romance,7/9/99,1405,6.4,1999
1.820318,66000000,212404396,Entrapment,112,Romance|Drama|Mystery,4/30/99,355,5.9,1999
1.810197,90000000,485015179,Toy Story 2,92,Animation|Comedy|Family,10/30/99,2272,7.2,1999
1.769152,16000000,53478166,10 Things I Hate About You,97,Comedy|Romance|Drama,3/30/99,947,7.2,1999
1.72385,42000000,363889678,Notting Hill,124,Comedy,5/13/99,688,6.8,1999
1.560867,33000000,310940086,Austin Powers: The Spy Who Shagged Me,95,Crime|Adventure|Action|Comedy|Science Fiction,6/8/99,583,6.0,1999
1.43163,2000000,11540607,Boys Don't Cry,118,Crime|Drama,9/2/99,170,7.0,1999
1.427794,90000000,60289912,The Insider,157,Drama|Thriller,10/28/99,249,7.1,1999
1.3486280000000002,45000000,90683916,Galaxy Quest,102,Comedy|Family|Science Fiction,12/23/99,406,6.6,1999
1.329827,65000000,162091208,Eyes Wide Shut,159,Drama,7/14/99,623,6.8,1999
1.328465,13000000,22863596,Being John Malkovich,112,Fantasy|Drama|Comedy,9/30/99,607,7.1,1999
1.320079,80000000,176885658,Analyze This,103,Comedy|Crime,3/5/99,260,6.3,1999
1.3092489999999999,133000000,300135367,Stuart Little,84,Fantasy,12/17/99,502,5.6,1999
1.254522,73000000,151493655,The Bone Collector,118,Drama|Mystery|Thriller|Crime,11/1/99,463,6.5,1999
1.221973,170000000,222104681,Wild Wild West,106,Action|Adventure|Comedy|Drama|Science Fiction,6/29/99,626,5.2,1999
1.189386,160000000,61698899,The 13th Warrior,102,Adventure|Fantasy|Action,8/27/99,275,6.2,1999
1.17388799999999,100000000,211989043,End of Days,121,Action|Fantasy|Horror|Mystery,11/23/99,247,5.4,1999
1.152354,24000000,88545092,The Cider House Rules,126,Drama,12/17/99,145,6.6,1999
1.1509340000000001,70000000,23159305,The Iron Giant,86,Adventure|Animation|Family|Fantasy|Science Fiction,8/6/99,877,7.5,1999
1.1392229999999999,60000000,73648228,Deep Blue Sea,105,Horror|Action|Thriller|Science Fiction,7/27/99,336,5.5,1999
1.050599,90000000,161626121,Payback,100,Drama|Action|Thriller|Crime,2/4/99,305,6.5,1999
1.03785,70000000,309457509,Runaway Bride,116,Comedy|Romance,7/30/99,253,5.7,1999
1.0220280000000002,10000000,103166989,She's All That,95,Comedy|Romance,1/29/99,248,5.6,1999
0.993492,70000000,177841558,Double Jeopardy,105,Drama|Mystery|Thriller|Crime,9/24/99,144,6.1,1999
0.992316,6000000,30471,The Boondock Saints,108,Action|Thriller|Crime,1/22/99,521,7.1,1999
0.9682040000000001,10000000,12827813,Office Space,89,Comedy|Crime,2/19/99,669,7.3,1999
0.9412020000000001,6000000,10409377,The Virgin Suicides,97,Drama|Romance,4/21/99,460,7.0,1999
0.937873,100000000,93700000,Bicentennial Man,131,Comedy|Science Fiction,12/17/99,538,6.7,1999
0.9346209999999999,25000,248000000,The Blair Witch Project,81,Horror|Mystery,7/14/99,522,6.3,1999
0.920974,38000000,58401898,The Ninth Gate,133,Horror|Mystery|Thriller,8/24/99,384,6.2,1999
0.9208799999999999,50000000,73956241,The Hurricane,146,Drama,9/17/99,226,7.3,1999
0.9073049999999999,16000000,18564088,The Thirteenth Floor,100,Thriller|Science Fiction|Mystery,4/16/99,189,6.5,1999
0.8765870000000001,34200000,234801895,Big Daddy,93,Comedy|Drama,6/25/99,479,6.2,1999
0.8234940000000001,40000000,96618699,8MM,123,Thriller|Crime|Mystery,2/25/99,248,6.0,1999
0.82073,10000000,30652890,Dogma,130,Fantasy|Comedy|Adventure,11/12/99,472,6.6,1999
0.778786,80000000,91188905,The Haunting,113,Horror|Thriller|Fantasy|Mystery,7/23/99,178,5.3,1999
0.746054,75000000,93888180,Forces of Nature,105,Comedy,3/12/99,81,5.2,1999
0.744837,35000000,40263020,Blast from the Past,112,Comedy|Romance,2/12/99,114,6.2,1999
0.7318020000000001,80000000,118880016,Message in a Bottle,131,Drama,2/22/99,112,5.7,1999
0.72669,60000000,149705852,The General's Daughter,116,Crime|Drama|Mystery|Thriller,6/18/99,103,5.9,1999
0.725013,29000000,50041732,Stigmata,103,Horror|Thriller,9/10/99,103,5.8,1999
0.716336,12000000,21133087,Stir of Echoes,99,Horror|Mystery|Thriller,9/10/99,155,6.3,1999
0.682531,37000000,48451803,Magnolia,188,Drama,12/8/99,430,7.3,1999
0.6710699999999991,51000000,36911617,The Bachelor,101,Comedy,11/5/99,46,4.5,1999
0.654013,75000000,14010690,Virus,99,Horror|Action|Science Fiction,1/14/99,60,4.9,1999
0.6403310000000001,40000000,128798265,The Talented Mr. Ripley,139,Thriller|Crime|Drama,12/25/99,435,6.9,1999
0.637814,27000000,56870414,Lake Placid,82,Horror|Comedy|Action|Science Fiction|Thriller,7/15/99,112,5.3,1999
0.63765,34000000,4217115,Detroit Rock City,95,Comedy,8/13/99,38,6.4,1999
0.636432,68000000,29762011,Mystery Men,121,Adventure|Fantasy|Action|Comedy|Science Fiction,8/6/99,115,5.4,1999
0.617279,80000000,90874570,Fantasia 2000,74,Music|Animation|Family|Fantasy,12/31/99,168,6.9,1999
0.614402,6500000,28451622,Go,98,Crime|Comedy|Thriller,4/9/99,82,6.9,1999
0.614007,25000000,84565230,Never Been Kissed,107,Romance|Comedy|Drama,4/9/99,196,5.7,1999
0.585123,75000000,108000000,Three Kings,114,Action|Adventure|Comedy,9/27/99,412,6.3,1999
0.581756,82000000,47434430,Man on the Moon,118,Comedy|Drama|Romance,12/22/99,226,6.6,1999
0.566661,25000000,13000000,Brokedown Palace,100,Drama|Thriller,8/13/99,52,6.3,1999
0.5480970000000001,19000000,40846082,House on Haunted Hill,93,Horror|Mystery|Thriller,10/29/99,84,5.6,1999
0.508128,48000000,124305181,The Thomas Crown Affair,113,Drama|Comedy|Crime|Romance,8/6/99,196,6.7,1999
0.5034609999999989,64000000,74608570,Random Hearts,133,Drama|Romance,10/8/99,32,5.3,1999
0.501242,15000000,2856712,eXistenZ,97,Action|Thriller|Science Fiction|Horror,4/14/99,229,6.6,1999
0.49836499999999995,23000000,10827816,The End of the Affair,102,Drama,12/3/99,24,6.1,1999
0.49601000000000006,65000000,117758500,Blue Streak,93,Thriller|Action|Comedy|Crime,9/17/99,202,6.0,1999
0.480421,21000000,17762705,The Rage: Carrie 2,104,Horror|Thriller|Science Fiction,3/11/99,33,5.1,1999
0.47073999999999994,10000000,5241315,Black and White,98,Drama,9/4/99,11,4.7,1999
0.454992,25000000,15156200,The Corruptor,110,Action|Crime|Mystery|Thriller,3/12/99,30,6.1,1999
0.41861099999999996,45000000,10667893,Universal Soldier: The Return,82,Action|Science Fiction,8/5/99,74,4.5,1999
0.393985,70000000,11263966,Chill Factor,101,Action|Comedy|Thriller,9/1/99,16,5.4,1999
0.383326,80000000,73345029,Life,108,Comedy|Crime|Drama,4/16/99,87,6.6,1999
0.382872,23000000,18653615,Anywhere But Here,114,Drama|Comedy|Romance,11/12/99,42,5.9,1999
0.378188,75000000,19598588,The Astronaut's Wife,109,Drama|Science Fiction|Thriller,8/26/99,132,5.4,1999
0.88284,65000000,36850101,My Favorite Martian,94,Comedy|Drama|Family|Science Fiction,2/11/99,43,5.2,1999
0.274419,10000000,3193102,The Limey,89,Drama|Action|Thriller|Crime|Mystery,5/15/99,38,6.6,1999
0.35206,25,13,Angela's Ashes,145,Drama,12/25/99,24,7.0,1999
0.5737180000000001,50000000,58900031,The Story of Us,95,Comedy|Drama|Romance,10/13/99,42,5.9,1999
0.25754699999999997,8000000,17843379,Drive Me Crazy,91,Drama|Comedy|Romance|Family,10/1/99,34,5.9,1999
1.104937,24000000,16290976,Muppets from Space,87,Fantasy|Comedy|Science Fiction|Family,7/14/99,50,5.7,1999
0.33324499999999996,14000000,18535191,An Ideal Husband,97,Drama|Comedy|Romance,4/15/99,23,6.4,1999
0.328409,17000000,65535067,Deuce Bigalow: Male Gigolo,88,Comedy,12/10/99,154,5.3,1999
0.323791,25000000,4152230,Idle Hands,92,Thriller|Comedy|Horror,4/30/99,83,6.1,1999
0.322499,55000000,100230832,Any Given Sunday,150,Drama,12/16/99,231,6.8,1999
0.322339,38000000,28121100,The Deep End of the Ocean,106,Drama|Mystery,3/12/99,26,5.8,1999
0.312827,600000,4000000,Human Traffic,99,Comedy|Drama,6/4/99,42,6.8,1999
0.312759,7000000,14011454,In Too Deep,97,Drama|Action|Thriller|Crime,8/25/99,10,6.5,1999
0.377269,13000000,8946237,Teaching Mrs. Tingle,96,Comedy|Thriller,8/11/99,39,5.3,1999
0.285902,10000000,10571408,Drop Dead Gorgeous,98,Comedy,7/23/99,41,6.2,1999
0.066504,9000000,34573780,The Best Man,120,Drama|Comedy,10/22/99,22,7.8,1999
0.23141799999999998,6000000,4398989,Simply Irresistible,95,Comedy,2/5/99,28,6.2,1999
0.272771,27000000,14859394,Music of the Heart,124,Drama,10/29/99,25,6.7,1999
0.260903,28000000,8888143,"Mystery, Alaska",119,Comedy|Drama,10/1/99,35,5.8,1999
0.257431,50000000,13260050,The Mod Squad,92,Action|Mystery|Thriller,3/26/99,18,4.5,1999
0.25073,6000000,25059640,The Wood,106,Comedy|Drama|Romance,7/16/99,24,7.6,1999
0.246669,6000000,6852450,200 Cigarettes,101,Comedy|Drama|Romance,2/26/99,25,6.5,1999
0.24279699999999999,75000000,29000000,The Out-of-Towners,90,Comedy,4/2/99,20,5.2,1999
0.23522300000000002,60000000,66976317,Joan of Arc,148,Adventure|Drama|Action|History|War,10/18/99,209,6.1,1999
0.21624200000000002,20000000,1531251,Beowulf,95,Action|Science Fiction|Thriller|Adventure|Horror,4/1/99,27,4.5,1999
0.212029,24000000,8434146,Play It to the Bone,124,Comedy|Drama,12/25/99,20,5.3,1999
0.20441099999999998,1700000,1943649,"Happy, Texas",98,Comedy|Crime,12/3/99,13,5.3,1999
0.198126,38000000,635096,Ride with the Devil,138,Drama|War|Romance|Western,11/24/99,15,6.6,1999
0.195048,3000000,3076820,Jawbreaker,87,Comedy,1/30/99,48,5.6,1999
0.187319,13000000,27500000,Dick,94,Comedy,8/4/99,33,5.7,1999
0.173433,25000000,12000000,The King and I,87,Animation|Drama|Family,3/19/99,14,4.7,1999
0.16333699999999898,7000000,7292175,Outside Providence,96,Romance|Comedy|Drama,8/16/99,12,5.6,1999
0.11818699999999999,450000,2049595,Trick,89,Comedy|Romance,7/23/99,10,6.5,1999
0.116694,12000000,36450736,Baby Geniuses,97,Comedy|Family|Science Fiction,3/12/99,34,3.8,1999
0.238748,3800000,28200000,East Is East,97,Comedy,5/14/99,24,6.5,1999
0.090186,1,100,Lost & Found,95,Comedy|Romance,4/23/99,14,4.8,1999
0.079104,12000000,21001563,Tea with Mussolini,117,Comedy|Drama|War,3/25/99,17,5.7,1999
8.575419,93000000,871368364,The Lord of the Rings: The Fellowship of the Ring,178,Adventure|Fantasy|Action,12/18/01,6079,7.8,2001
8.021423,125000000,976475550,Harry Potter and the Philosopher's Stone,152,Adventure|Fantasy|Family,11/16/01,4265,7.2,2001
4.436367,15000000,20117339,Mulholland Drive,147,Thriller|Drama|Mystery,5/16/01,709,7.4,2001
3.8510089999999995,6000000,1270522,Donnie Darko,113,Fantasy|Drama|Mystery,1/18/01,1777,7.5,2001
3.204295,115000000,562816256,"Monsters, Inc.",92,Fantasy|Animation|Family|Comedy,11/1/01,3899,7.3,2001
2.971372,100000000,235926552,A.I. Artificial Intelligence,146,Drama|Science Fiction|Adventure,6/29/01,1133,6.6,2001
2.9185659999999998,60000000,484409218,Shrek,90,Adventure|Animation|Comedy|Family|Fantasy,5/16/01,2284,7.1,2001
2.7173990000000003,25000000,281929795,Bridget Jones's Diary,97,Comedy|Romance|Drama,4/13/01,751,6.5,2001
2.642249,85000000,450717150,Ocean's Eleven,116,Thriller|Crime,12/7/01,2645,7.0,2001
2.478879,140000000,449220945,Pearl Harbor,183,History|Romance|War,5/21/01,1044,6.6,2001
2.449323,98000000,433013274,The Mummy Returns,130,Action|Adventure|Drama|Fantasy|Horror,4/28/01,1372,5.8,2001
2.2172389999999997,120000000,186053725,Atlantis: The Lost Empire,95,Animation|Family|Adventure|Science Fiction,6/2/01,689,6.5,2001
2.179727,115000000,274703340,Lara Croft: Tomb Raider,100,Adventure|Fantasy|Action|Thriller,6/11/01,1510,5.6,2001
2.169826,60000000,313542341,A Beautiful Mind,135,Drama|Romance,12/11/01,1786,7.5,2001
2.116602,30000000,287553595,American Pie 2,108,Comedy|Romance,8/10/01,777,5.9,2001
2.061559,37000000,165335153,The Princess Diaries,115,Comedy|Family|Romance,8/3/01,534,6.3,2001
1.925281,52500000,179213434,Moulin Rouge!,127,Romance|Drama|Music,3/9/01,714,7.2,2001
1.862114,100000000,362211740,Planet of the Apes,119,Thriller|Science Fiction|Action|Adventure,7/25/01,702,5.5,2001
1.857978,21000000,71441250,The Royal Tenenbaums,110,Comedy|Drama,10/5/01,679,7.3,2001
1.846848,53000000,83282296,Blow,124,Crime|Drama,4/4/01,788,7.3,2001
1.839325,70000000,96976270,Enemy at the Gates,131,War,3/13/01,583,7.1,2001
1.735123,92000000,172989651,Black Hawk Down,144,Action|History|War,12/28/01,1201,7.1,2001
1.6977529999999899,18000000,141774679,Legally Blonde,96,Comedy,7/13/01,480,6.1,2001
1.692141,65000000,117487473,A Knight's Tale,132,Adventure|Drama|Romance|Action,5/11/01,521,6.5,2001
